nit_enmascarado,num_oblig_orig_enmascarado,num_oblig_enmascarado,fecha_var_rpta_alt
84397,784363,295979,202401
445434,961127,119215,202401
551132,44988,1059833,202401
485687,856054,224288,202401
260880,989919,90423,202401
347164,889010,191332,202401
546433,839134,241208,202401
139954,330727,749825,202401
363184,989415,90927,202401
17609,715962,364380,202401
142376,905869,174473,202401
408431,1036212,44130,202401
149727,597988,482354,202401
504672,588116,492226,202401
356651,209996,872739,202401
211515,1029559,50783,202401
374417,566258,514084,202401
270230,992784,87558,202401
260065,987125,93217,202401
161044,1053659,26683,202401
411713,72670,1032388,202401
426923,388603,691255,202401
5032,310298,772842,202401
378900,861797,218545,202401
17659,567082,513260,202401
416103,137554,950555,202401
60159,486173,594169,202401
452663,497978,582364,202401
612846,71426,1033632,202401
506418,370835,709012,202401
107477,690414,389928,202401
419269,877186,203156,202401
543256,853402,226940,202401
214737,119659,968165,202401
591017,180538,907588,202401
471821,541703,538639,202401
26268,324352,758775,202401
36280,94211,993567,202401
41148,1000981,79361,202401
487756,756846,323496,202401
15575,667279,413063,202401
344356,869077,211265,202401
116362,450789,629578,202401
142077,317401,765743,202401
210113,416023,663951,202401
256067,609518,470824,202401
439711,1077004,3338,202401
444964,426465,653514,202401
99192,153266,934840,202401
271953,207355,875333,202401
429866,550866,529476,202401
38842,170360,917779,202401
348298,53593,1051358,202401
63863,192412,895831,202401
484775,583398,496944,202401
182921,510181,570161,202401
496455,339114,741530,202401
592257,333649,746929,202401
240532,246692,836304,202401
76989,125164,962667,202401
144516,747679,332663,202401
539689,670027,410315,202401
209572,775517,304825,202401
622637,1064011,16331,202401
18673,289594,793466,202401
592295,79169,1025989,202401
180028,106238,981545,202401
617302,500820,579522,202401
49392,173302,914819,202401
495530,469408,610934,202401
599859,97124,990648,202401
64461,686643,393699,202401
307756,820624,259718,202401
374831,594780,485562,202401
199090,828213,252129,202401
96882,455188,625153,202401
369115,872338,208004,202401
614172,387536,692316,202401
33816,454500,625845,202401
164798,955686,124656,202401
246683,769655,310687,202401
67591,791018,289324,202401
193125,515564,564778,202401
44938,536585,543757,202401
527855,140658,947450,202401
85972,764545,315797,202401
373883,803600,276742,202401
436643,826689,253653,202401
357965,260856,822130,202401
493054,409314,670611,202401
174592,811505,268837,202401
420328,866340,214002,202401
317621,67160,1037873,202401
12706,433067,647036,202401
620857,836514,243828,202401
30527,681577,398765,202401
361969,240441,842579,202401
11228,329285,751407,202401
369699,65922,1039105,202401
263542,767812,312530,202401
114332,804783,275559,202401
209167,842055,238287,202401
327667,721078,359264,202401
336822,174587,913521,202401
371265,48738,1056088,202401
590182,337997,742635,202401
300297,267800,815210,202401
208833,197781,890482,202401
412151,510037,570305,202401
593668,758502,321840,202401
264525,959474,120868,202401
373964,707317,373025,202401
48784,133608,954379,202401
215437,150744,937355,202401
321461,360424,719438,202401
463178,320126,763031,202401
522532,897685,182657,202401
160537,576923,503419,202401
488307,50473,1054402,202401
7399,493926,586416,202401
276608,126140,961691,202401
138404,737220,343122,202401
20807,792646,287696,202401
57510,238462,844533,202401
427355,1063305,17037,202401
556784,178671,909450,202401
206785,497554,582788,202401
364983,57555,1047409,202401
28364,785464,294878,202401
457178,687041,393301,202401
527601,301619,781497,202401
210528,299796,783313,202401
629408,194632,893623,202401
620182,142706,945392,202401
17104,509003,571339,202401
259659,867725,212617,202401
271277,708314,372028,202401
62486,1031371,48971,202401
515353,770926,309416,202401
78000,669566,410776,202401
129184,401209,678706,202401
67308,791114,289228,202401
518665,160681,927427,202401
452743,181102,907031,202401
49160,672074,408268,202401
14715,679414,400928,202401
269959,1001507,78835,202401
273992,213980,868782,202401
30998,1016021,64321,202401
191153,169104,919029,202401
570495,634448,445894,202401
118310,198930,889335,202401
421262,527688,552654,202401
401272,607833,472509,202401
267090,702811,377531,202401
53152,1031380,48962,202401
438900,851687,228655,202401
534930,642207,438135,202401
528391,662305,418037,202401
354310,770453,309889,202401
594596,781830,298512,202401
376593,1071738,8604,202401
232577,520205,560137,202401
157341,412066,667850,202401
322874,1076879,3463,202401
518426,621606,458736,202401
105867,687408,392934,202401
593841,868373,211969,202401
476369,949102,131240,202401
160856,397791,682109,202401
271606,128354,959499,202401
544068,873148,207194,202401
332250,181640,906495,202401
548779,126995,960842,202401
188130,317528,765616,202401
241979,136845,951258,202401
279375,536447,543895,202401
439607,199780,888489,202401
274953,740541,339801,202401
4106,562498,517844,202401
50819,742012,338330,202401
607313,380748,699107,202401
620796,293520,789560,202401
255304,645693,434649,202401
418485,867263,213079,202401
214349,436117,644125,202401
241425,537933,542409,202401
251181,171031,917108,202401
145665,608557,471785,202401
332551,826537,253805,202401
530212,656431,423911,202401
283132,553017,527325,202401
303375,529498,550844,202401
312578,680317,400025,202401
42164,388250,691604,202401
337395,877637,202705,202401
201863,498096,582246,202401
95459,925699,154643,202401
248935,463246,617096,202401
179191,247553,835451,202401
385791,727597,352745,202401
52073,429825,650177,202401
439450,1073993,6349,202401
142266,229520,853316,202401
313570,24894,999485,202401
154668,614166,466176,202401
256444,512946,567396,202401
71801,644765,435577,202401
524847,945001,135341,202401
39490,602470,477872,202401
69057,495521,584821,202401
225615,556804,523538,202401
512180,425559,654418,202401
157207,133712,954285,202401
467294,220782,862008,202401
335530,1012363,67979,202401
564455,1031047,49295,202401
542447,700589,379753,202401
418130,609219,471123,202401
119387,242195,840820,202401
592320,879176,201166,202401
421052,266011,816990,202401
48058,398641,681271,202401
158529,457437,622897,202401
622441,887179,193163,202401
578808,421073,658914,202401
466481,557889,522453,202401
54758,834092,246250,202401
367615,117786,970039,202401
5739,617167,463175,202401
85827,121391,966429,202401
136802,404312,675609,202401
564711,378984,700873,202401
111866,847697,232645,202401
115296,87913,1017381,202401
390241,1057442,22900,202401
33623,468473,611869,202401
105315,908882,171460,202401
135876,623510,456832,202401
277297,664107,416235,202401
229641,1008507,71835,202401
101697,356856,723008,202401
231659,404386,675536,202401
496742,816725,263617,202401
292353,998195,82147,202401
133740,893245,187097,202401
69990,848323,232019,202401
286201,492006,588336,202401
534011,643336,437006,202401
273262,361485,718378,202401
279375,536479,543863,202401
444570,285617,797444,202401
405213,126644,961190,202401
75775,102919,984849,202401
4101,946518,133824,202401
474729,723176,357166,202401
336065,1011578,68764,202401
390592,1068155,12187,202401
586153,874834,205508,202401
562164,709448,370894,202401
396443,70229,1034819,202401
332964,450179,630193,202401
629127,109817,977980,202401
291956,1029814,50528,202401
466897,823965,256377,202401
461221,949980,130362,202401
129418,82697,1022554,202401
199215,604592,475750,202401
517970,1024724,55618,202401
40308,835857,244485,202401
279484,553258,527084,202401
132892,660812,419530,202401
513891,770054,310288,202401
38556,211403,871350,202401
285071,147179,940915,202401
491855,274669,808352,202401
405542,809648,270694,202401
438253,818182,262160,202401
302826,823805,256537,202401
248872,869220,211122,202401
412151,510048,570294,202401
152440,203539,881704,202401
545735,290586,792470,202401
20002,643297,437045,202401
548102,891405,188937,202401
311336,996662,83680,202401
431709,830510,249832,202401
467736,1021274,59068,202401
467850,556544,523798,202401
125612,545638,534704,202401
526273,110607,977198,202401
74239,370945,708902,202401
25936,839859,240483,202401
277470,944541,135801,202401
580057,868527,211815,202401
315740,833101,247241,202401
131105,237609,845365,202401
562440,380649,699210,202401
405133,766623,313719,202401
10965,185852,902297,202401
184941,839140,241202,202401
23555,587301,493041,202401
316009,14343,1072638,202401
256854,3112,1001686,202401
311004,22208,1001304,202401
240153,30491,1012254,202401
513676,12624,1073393,202401
314483,2397,997810,202401
466569,2413,1000445,202401
409711,992125,88217,202401
391409,262058,820925,202401
312167,23729,884662,202401
564636,25849,1005801,202401
44854,771838,308504,202401
54895,31962,752194,202401
35443,79093,1026065,202401
420753,140955,916484,202401
227200,27781,752334,202401
41392,927973,152369,202401
167010,843699,236643,202401
207384,672564,407778,202401
634143,676630,403712,202401
147261,643548,436794,202401
417007,189915,898320,202401
597922,133369,954605,202401
63382,175299,912804,202401
5570,312764,770377,202401
328437,165009,923118,202401
278311,219364,863421,202401
168104,528905,551437,202401
304294,135410,952683,202401
237510,97379,990385,202401
468676,174674,913435,202401
217776,835051,245291,202401
132875,665487,414855,202401
273056,1000310,80032,202401
78580,158400,929712,202401
199581,985862,94480,202401
231540,734421,345921,202401
334577,243178,839829,202401
190800,695799,384543,202401
472176,867913,212429,202401
296321,690065,390277,202401
165468,560086,520256,202401
383952,421888,658098,202401
450543,930961,149381,202401
91154,267046,815964,202401
327036,158430,929682,202401
580379,97390,990374,202401
440893,330335,750367,202401
45325,625468,454874,202401
470749,1224,997516,202401
370304,5344,1002339,202401
539054,180760,907371,202401
283604,7669,1072647,202401
253293,680067,400275,202401
414819,405534,674386,202401
431954,528002,552340,202401
84446,799278,281064,202401
238589,782620,297722,202401
608231,497802,582540,202401
265204,512308,568034,202401
231712,185057,903082,202401
366617,160392,927709,202401
12533,38520,1066567,202401
239593,257881,825104,202401
413576,349531,731226,202401
497933,467889,612453,202401
599391,36508,1068548,202401
511589,773166,307176,202401
508323,54264,1050681,202401
32279,643467,436875,202401
487164,321077,762078,202401
197549,469684,610658,202401
508546,794673,285669,202401
429866,806297,274045,202401
12282,839383,240959,202401
208568,575403,504939,202401
562796,868722,211620,202401
259347,831250,249092,202401
456507,676128,404214,202401
98940,968116,112226,202401
536551,469128,611214,202401
432188,867499,212843,202401
531833,369522,710334,202401
505095,118896,968933,202401
144581,265674,817325,202401
5840,519830,560512,202401
34413,357216,722648,202401
69171,118375,969456,202401
189918,872875,207467,202401
283224,1014001,66341,202401
415153,716136,364206,202401
18776,237197,845760,202401
151553,549610,530732,202401
362638,295225,787870,202401
488617,193765,894486,202401
197754,705893,374449,202401
329007,325443,757692,202401
499878,208526,874186,202401
96592,146571,941521,202401
309858,29094,728800,202401
477385,1989,1072822,202401
356987,859287,221055,202401
222169,24809,1007711,202401
306104,29980,1009038,202401
63023,432959,624519,202401
13956,1566,1074127,202401
145942,22250,1005271,202401
487336,866896,213446,202401
235357,1018092,62250,202401
119764,908703,171639,202401
32607,48862,1055964,202401
65181,49509,1055325,202401
80710,369249,710610,202401
259648,611963,468379,202401
583214,1009696,70646,202401
502693,125447,962387,202401
1077,521699,558643,202401
574080,370880,708967,202401
544062,211363,871389,202401
229131,839908,240434,202401
395534,743881,336461,202401
33351,644948,435394,202401
215829,504323,576019,202401
175940,769587,310755,202401
108514,639360,440982,202401
504835,388933,690925,202401
348497,777704,302638,202401
243120,457728,622605,202401
448068,406277,673643,202401
301867,759366,320976,202401
634400,860303,220039,202401
215990,978078,102264,202401
538050,570968,509374,202401
78695,680921,399421,202401
140089,988183,92159,202401
6807,146220,941875,202401
492854,46490,1058339,202401
221981,289509,793549,202401
142793,1075166,5176,202401
282286,485475,594867,202401
431363,470705,609637,202401
463148,758731,321611,202401
629933,417273,662722,202401
143277,328621,754550,202401
629505,244228,838769,202401
460461,872437,207905,202401
160328,898187,182155,202401
311753,16648,885882,202401
254523,39715,1065377,202401
31426,466240,614102,202401
181637,610504,469838,202401
255304,645728,434614,202401
611815,667269,413073,202401
338345,366485,713371,202401
150617,617523,462819,202401
410789,621229,459113,202401
516357,794738,285604,202401
302984,225105,857704,202401
334205,795960,284382,202401
497739,808243,272099,202401
360092,69938,1035112,202401
473896,254939,828049,202401
19250,977980,102362,202401
350200,166868,921256,202401
509990,762109,318233,202401
23680,188601,899572,202401
296606,497307,583035,202401
631154,107850,979945,202401
579043,368718,711141,202401
371184,1050782,29560,202401
321129,960639,119703,202401
105797,700042,380300,202401
407612,623969,456373,202401
409786,533834,546508,202401
260790,159416,928688,202401
59963,489929,590413,202401
248555,784703,295639,202401
431361,823507,256835,202401
403316,862626,217716,202401
234703,122050,965768,202401
220319,383216,696635,202401
33340,1036313,44029,202401
157113,1074293,6049,202401
441042,973146,107196,202401
313943,515414,564928,202401
388400,867742,212600,202401
488678,1012089,68253,202401
350674,1071984,8358,202401
581495,96319,991452,202401
289444,754469,325873,202401
363333,165242,922876,202401
431654,958906,121436,202401
7997,839155,241187,202401
322974,848598,231744,202401
284285,241509,841511,202401
51566,951863,128479,202401
553760,489925,590417,202401
154076,1054275,26067,202401
86887,245333,827730,202401
278820,2020,1073533,202401
313826,21532,1006753,202401
32446,422988,655531,202401
425716,996921,83421,202401
235269,873108,207234,202401
228602,730676,349666,202401
93077,259072,823917,202401
150460,28805,754307,202401
310334,3978,1013639,202401
9586,1211,1004194,202401
203866,20888,1074563,202401
312924,26682,886196,202401
316641,1305,1062786,202401
312603,15275,749943,202401
115591,372052,707800,202401
489869,428600,651396,202401
195111,896216,184126,202401
496564,633919,446423,202401
513058,678361,401981,202401
380770,756856,323486,202401
379657,942429,137913,202401
417436,535884,544458,202401
614085,425527,654449,202401
347766,311384,771759,202401
20267,536610,543732,202401
26042,296648,786451,202401
6988,894218,186124,202401
17677,841294,239048,202401
2949,318282,764855,202401
28700,194494,893762,202401
619708,76315,1028756,202401
444691,124545,963281,202401
283476,566576,513766,202401
25541,942981,137361,202401
545129,894100,186242,202401
185429,328648,752040,202401
553816,689355,390987,202401
383959,613409,466933,202401
93935,337207,743398,202401
227705,759694,320648,202401
600819,788144,292198,202401
216160,487137,593205,202401
173710,508760,571582,202401
395447,399474,680437,202401
428495,123142,964681,202401
411963,225645,857165,202401
366143,713712,366630,202401
134344,449364,631005,202401
119038,1017305,63037,202401
317649,1047822,32520,202401
263284,841405,238937,202401
163903,224340,858464,202401
229488,964070,116272,202401
156338,1070121,10221,202401
224291,149339,938750,202401
153897,842894,237448,202401
521770,186092,902058,202401
425406,1059867,20475,202401
246099,1030665,49677,202401
422611,306302,776811,202401
42077,95027,972273,202401
315339,21007,884700,202401
305838,30143,1012371,202401
306750,29500,728509,202401
274733,153811,934302,202401
434089,189610,898620,202401
302498,210979,871770,202401
523692,437905,642387,202401
396639,1053497,26845,202401
394149,873184,207158,202401
403549,834894,245448,202401
625820,985835,94507,202401
433224,838911,241431,202401
409663,797796,282546,202401
214136,727054,353288,202401
374009,96901,990869,202401
455063,1059980,20362,202401
436883,818032,262310,202401
596857,665748,414594,202401
545120,680678,399664,202401
489829,694489,385853,202401
332556,173056,915067,202401
449835,140256,947846,202401
264315,613029,467313,202401
273586,151473,936623,202401
162739,1056462,23880,202401
25224,43408,1061413,202401
128017,664688,415654,202401
550899,422483,657504,202401
14034,125807,962025,202401
306722,975525,104817,202401
2918,708508,371834,202401
350542,963421,116921,202401
343144,381528,698325,202401
581021,70819,1034231,202401
262529,477888,602454,202401
480667,769600,310742,202401
532247,260496,822485,202401
266848,472686,607656,202401
482936,275534,807494,202401
166171,428632,651364,202401
47384,657357,422985,202401
65196,483407,596935,202401
149983,687197,393145,202401
406400,296881,786220,202401
388179,846907,233435,202401
569307,557453,522889,202401
427208,728798,351544,202401
1480,654416,425926,202401
260639,984379,95963,202401
542692,672568,407774,202401
479545,248261,834738,202401
116410,683395,396947,202401
189285,452249,628108,202401
156016,314548,768595,202401
259571,965423,114919,202401
17959,738441,341901,202401
240774,1016037,64305,202401
520331,866403,213939,202401
322173,150887,937209,202401
488596,525964,554378,202401
395839,50959,1053951,202401
98677,454117,626227,202401
473201,187923,900237,202401
109968,727089,353253,202401
121426,446376,633961,202401
122406,142592,945504,202401
373594,517281,563061,202401
162515,849327,231015,202401
320868,740508,339834,202401
141073,484018,596324,202401
92101,426755,653227,202401
396046,971760,108582,202401
324508,61350,1043634,202401
444223,758367,321975,202401
190482,800835,279507,202401
594717,61888,1043097,202401
253706,138824,905942,202401
371270,209467,851448,202401
553195,811181,269161,202401
592886,728730,351612,202401
310517,26301,749939,202401
306122,33038,875877,202401
157813,109676,958060,202401
174209,167857,920274,202401
614865,294889,788205,202401
243316,19935,1080585,202401
28092,33120,1071902,202401
251834,9672,1008984,202401
158772,1075004,5338,202401
268231,466233,614109,202401
230436,128449,959403,202401
63517,108697,979097,202401
147903,873972,206370,202401
161505,1008442,71900,202401
551045,783549,296793,202401
618775,188138,900027,202401
258654,800160,280182,202401
188944,986076,94266,202401
561715,444321,636003,202401
295750,605572,474770,202401
538050,570850,509492,202401
127215,621740,458602,202401
165631,517242,563100,202401
389689,218471,864301,202401
167869,479846,600496,202401
318899,157411,930690,202401
402227,121675,966146,202401
487916,629210,451132,202401
385785,1044654,35688,202401
287643,673636,406706,202401
193702,767114,313228,202401
460801,683408,396934,202401
170585,800543,279799,202401
456468,494420,585922,202401
58998,514246,566096,202401
5376,33180,1071844,202401
501005,810108,270234,202401
600559,163333,924787,202401
291793,477948,602394,202401
243717,588491,491851,202401
423501,823219,257123,202401
250545,446033,634303,202401
564480,688371,391971,202401
516352,730200,350142,202401
48259,796095,284247,202401
65319,767874,312468,202401
1362,768964,311378,202401
500680,745625,334717,202401
66634,602028,478314,202401
579881,868942,211400,202401
613552,1033975,46367,202401
267739,1053252,27090,202401
181347,910033,170309,202401
437817,867176,213166,202401
55503,7560,1000798,202401
372871,18837,1006076,202401
576808,47069,1057762,202401
112192,564910,515432,202401
96371,162126,925981,202401
540170,330987,749574,202401
415906,303849,779257,202401
205109,316882,766263,202401
69348,277489,805548,202401
75788,443624,636696,202401
438288,817419,262923,202401
484357,607011,473331,202401
15417,643594,436748,202401
393750,359713,720150,202401
130656,839597,240745,202401
606407,165246,922871,202401
43911,534519,545823,202401
435201,758443,321899,202401
411876,1050832,29510,202401
199304,201309,886961,202401
107107,696164,384178,202401
82817,40285,1064810,202401
596059,522558,557784,202401
414811,712736,367606,202401
553854,382588,697261,202401
293077,331294,749266,202401
261844,135676,952412,202401
408213,867393,212949,202401
60364,434112,646046,202401
602453,262457,820527,202401
418130,609253,471089,202401
95788,569499,510843,202401
68707,295177,787917,202401
605950,1015592,64750,202401
410961,612840,467502,202401
157997,803748,276594,202401
440262,469875,610467,202401
3601,997459,82883,202401
539612,220418,862371,202401
20899,763739,316603,202401
572836,557658,522684,202401
272841,680229,400113,202401
119624,783280,297062,202401
495072,224593,858219,202401
207416,325129,758000,202401
554827,690308,390034,202401
255679,210264,872476,202401
612049,64395,1040609,202401
551017,447887,632467,202401
423471,558260,522082,202401
93247,1073954,6388,202401
275311,393819,686087,202401
376558,317189,765953,202401
499072,552756,527586,202401
272984,565684,514658,202401
578802,1038238,42104,202401
447119,788185,292157,202401
629352,57896,1047075,202401
630012,829014,251328,202401
457659,645828,434514,202401
416967,308890,774232,202401
495257,169003,919131,202401
107508,891551,188791,202401
589621,564096,516246,202401
342598,380578,699280,202401
269468,236825,846113,202401
400284,54051,1050896,202401
105361,322341,760800,202401
80329,1071425,8917,202401
15655,682230,398112,202401
222119,620717,459625,202401
373466,52437,1052510,202401
256570,968478,111864,202401
626606,41992,1063111,202401
315447,783857,296485,202401
162688,383139,696711,202401
67504,621151,459191,202401
295254,390779,689125,202401
107015,446260,634078,202401
44977,275284,807743,202401
171002,436109,644133,202401
152040,944031,136311,202401
296832,668308,412034,202401
189473,205468,879799,202401
255570,157728,930371,202401
299910,559950,520392,202401
335893,813420,266922,202401
421697,952597,127745,202401
606888,676678,403664,202401
113234,324520,762657,202401
187164,1041284,39058,202401
307496,30639,1014045,202401
575209,8385,1006853,202401
403921,1077978,2364,202401
198189,3600,1004610,202401
308739,25188,752453,202401
130429,236150,846764,202401
236073,36001,1069049,202401
495689,107924,979868,202401
474943,195326,892930,202401
50102,41538,1063561,202401
279204,797186,283156,202401
179923,831022,249320,202401
610616,1032866,47476,202401
66976,634673,445669,202401
433996,280382,802657,202401
627855,1057380,22962,202401
609473,899097,181245,202401
296479,486944,593398,202401
494160,702741,377601,202401
280278,858993,221349,202401
612614,316103,767036,202401
494974,291504,791558,202401
429897,587616,492726,202401
276902,793812,286530,202401
152308,629235,451107,202401
461198,73381,1031671,202401
528294,778585,301757,202401
231144,849236,231106,202401
253305,767382,312960,202401
30059,754706,325636,202401
91194,641824,438518,202401
123046,989916,90426,202401
534718,698504,381838,202401
634685,53619,1051333,202401
538390,692440,387902,202401
471704,267310,815698,202401
81281,943236,137106,202401
314883,979406,100936,202401
594788,354411,725454,202401
420925,889826,190516,202401
2404,420525,659465,202401
33490,93621,994154,202401
262075,520917,559425,202401
378495,814797,265545,202401
133289,210345,872396,202401
546239,172798,915325,202401
564448,229135,853699,202401
396253,422458,657529,202401
162693,1069827,10515,202401
79593,855145,225197,202401
3833,454805,625538,202401
500239,704011,376331,202401
320469,728637,351705,202401
431085,994641,85701,202401
263698,612493,467849,202401
515178,630604,449738,202401
483215,981479,98863,202401
139652,995824,84518,202401
627721,105496,982284,202401
458492,232464,850371,202401
395679,286910,796151,202401
591433,820255,260087,202401
619427,292173,790891,202401
108802,668155,412187,202401
581642,1040108,40234,202401
180513,1049718,30624,202401
497896,871218,209124,202401
447599,717659,362683,202401
491408,1011069,69273,202401
388439,98094,989671,202401
195671,450808,629559,202401
598701,145187,942910,202401
382531,73050,1032006,202401
411485,1069365,10977,202401
612812,669110,411232,202401
406390,1051484,28858,202401
601381,542642,537700,202401
243963,726414,353928,202401
469371,195512,892744,202401
309532,30013,1013976,202401
184474,1047634,32708,202401
188054,587355,492987,202401
398379,978697,101645,202401
515190,938129,142213,202401
351193,56246,1048706,202401
127980,487635,592707,202401
573265,1047374,32968,202401
267018,404579,675343,202401
236624,294905,788189,202401
523170,1026336,54006,202401
537986,371054,708793,202401
571373,642361,437981,202401
75302,335585,745000,202401
591273,368354,711508,202401
76051,562481,517861,202401
127963,651595,428747,202401
522085,342932,737727,202401
473841,490770,589572,202401
372867,969442,110900,202401
528290,778800,301542,202401
15523,336490,744091,202401
634139,780236,300106,202401
95160,396616,683293,202401
203869,621687,458655,202401
567185,364143,715706,202401
240986,236934,846008,202401
227641,952508,127834,202401
43437,546191,534151,202401
312426,558285,522057,202401
46016,339366,741277,202401
423155,231014,851819,202401
230363,734207,346135,202401
518913,637930,442412,202401
431148,731033,349309,202401
16698,470020,610322,202401
218644,994679,85663,202401
560964,469524,610818,202401
305040,411554,668366,202401
405519,1049070,31272,202401
441665,195285,892971,202401
1243,361564,718297,202401
288610,591911,488431,202401
17807,738469,341873,202401
374717,519232,561110,202401
476761,359376,720485,202401
402730,2703,1000832,202401
20484,30719,1008505,202401
77700,181656,906479,202401
265860,395233,684677,202401
86118,49989,1054855,202401
502724,323382,759749,202401
594444,683557,396785,202401
431330,1074157,6185,202401
484594,769632,310710,202401
4950,609675,470667,202401
611220,730248,350094,202401
322382,965001,115341,202401
41524,234541,848319,202401
360067,740041,340301,202401
624100,572115,508227,202401
89353,97214,990555,202401
161200,1057315,23027,202401
155467,523288,557054,202401
291338,1025635,54707,202401
301748,513871,566471,202401
113621,563809,516533,202401
338794,486168,594174,202401
283132,553253,527089,202401
309463,510005,570337,202401
218839,130511,957338,202401
66328,890282,190060,202401
550297,458854,621490,202401
93218,143101,945000,202401
415084,85738,1019522,202401
75711,465396,614946,202401
122357,103287,984487,202401
190889,676417,403925,202401
605690,47545,1057280,202401
445283,337054,743548,202401
409656,943807,136535,202401
599828,400640,679269,202401
43286,575594,504748,202401
338278,799066,281276,202401
214747,804114,276228,202401
50707,539322,541020,202401
203124,124998,962827,202401
94408,261764,821222,202401
470811,65517,1039498,202401
110886,746564,333778,202401
419705,975703,104639,202401
446764,285906,797158,202401
542323,334796,745787,202401
584503,905405,174937,202401
167522,860761,219581,202401
521592,646837,433505,202401
622110,736115,344227,202401
462638,1008454,71888,202401
39693,256210,826774,202401
632785,366972,712888,202401
390931,607674,472668,202401
496133,1006445,73897,202401
549055,754416,325926,202401
16404,818255,262087,202401
580267,809684,270658,202401
377433,1063804,16538,202401
438637,743707,336635,202401
104516,1056755,23587,202401
139594,516510,563832,202401
464804,709361,370981,202401
535772,1058483,21859,202401
546518,185035,903104,202401
243854,588619,491723,202401
255686,612322,468020,202401
320933,418621,661376,202401
10365,871007,209335,202401
520960,646884,433458,202401
226316,610964,469378,202401
442046,412051,667865,202401
23453,862301,218041,202401
321068,58518,1046464,202401
75907,660335,420007,202401
164690,815747,264595,202401
103125,1037268,43074,202401
105055,160983,927125,202401
300255,827209,253133,202401
402300,66496,1038536,202401
172689,835642,244700,202401
7680,867158,213184,202401
590921,733585,346757,202401
27820,1001942,78400,202401
538214,232367,850470,202401
182453,982927,97415,202401
365559,1006887,73455,202401
495052,267181,815828,202401
380784,405765,674156,202401
403620,285661,797398,202401
236347,624663,455679,202401
173146,471208,609134,202401
77914,306416,776699,202401
174291,824328,256014,202401
50707,539509,540833,202401
66160,819309,261033,202401
292939,199473,888795,202401
210061,869920,210422,202401
583540,356505,723358,202401
359591,970129,110213,202401
395439,149633,938459,202401
241884,266381,816619,202401
582082,369708,710147,202401
299457,261827,821158,202401
544288,492202,588140,202401
13673,807800,272542,202401
365948,389454,690396,202401
339890,778634,301708,202401
271545,850227,230115,202401
5030,33184,1071840,202401
118104,366661,713198,202401
93254,342379,738285,202401
361692,486554,593788,202401
65785,244420,838576,202401
331455,129184,958667,202401
302231,34509,1070530,202401
410060,384633,695224,202401
248453,532966,547376,202401
18003,232110,850727,202401
127340,946032,134310,202401
598719,92796,994972,202401
400721,369199,710659,202401
90848,424840,655137,202401
336652,763727,316615,202401
355609,593182,487160,202401
270931,714463,365879,202401
595447,764169,316173,202401
605863,158993,929116,202401
2890,788621,291721,202401
470231,838899,241443,202401
463872,406453,673468,202401
496794,96403,991370,202401
16328,510510,569832,202401
128241,626936,453406,202401
591202,996636,83706,202401
517926,476583,603759,202401
514058,140356,947746,202401
70083,484711,595631,202401
56972,1072456,7886,202401
232533,537617,542725,202401
541034,342682,737977,202401
251338,8911,1079106,202401
314137,21171,1013348,202401
241668,183653,904482,202401
315593,16423,1000194,202401
144641,405792,685167,202401
430343,7565,1005157,202401
210650,31520,877764,202401
186506,3764,1073292,202401
228213,11889,1012430,202401
258728,114882,972939,202401
349197,540739,539603,202401
382848,342540,738121,202401
184542,82748,1022503,202401
375585,1053935,26407,202401
252224,716755,363587,202401
452039,623508,456834,202401
91647,135113,952971,202401
375762,110241,977557,202401
542587,402468,677451,202401
338794,486298,594044,202401
509781,458503,621842,202401
81256,321957,761187,202401
294852,570064,510278,202401
315949,519577,560765,202401
511700,893154,187188,202401
232541,1068580,11762,202401
398872,707988,372354,202401
244694,644769,435573,202401
349316,268505,814508,202401
265638,234381,848475,202401
613437,737391,342951,202401
510242,785460,294882,202401
320790,177703,910412,202401
417092,289176,793889,202401
268487,323651,759482,202401
588922,141500,946600,202401
142435,138918,949179,202401
65138,134129,953895,202401
229727,881637,198705,202401
183838,231631,851201,202401
222852,805197,275145,202401
8130,627483,452859,202401
237422,761570,318772,202401
195610,160975,927133,202401
20452,301968,781146,202401
334411,769880,310462,202401
536774,412793,667121,202401
295540,1035019,45323,202401
599138,781697,298645,202401
604004,143843,944260,202401
12317,604476,475866,202401
598656,486599,593743,202401
598533,200936,887333,202401
294909,520365,559977,202401
432363,949821,130521,202401
634058,162783,925329,202401
494390,60345,1044633,202401
303268,585798,494544,202401
623908,279362,803680,202401
215940,500750,579592,202401
226730,550155,530187,202401
538897,90382,1014950,202401
354718,425421,654556,202401
591875,728229,352113,202401
426147,327651,755481,202401
32891,319280,763866,202401
190854,329500,751199,202401
499960,626704,453638,202401
246334,949262,131080,202401
438918,865688,214654,202401
603100,286179,796884,202401
2699,602897,477445,202401
189896,171595,916537,202401
575209,819033,261309,202401
356276,72280,1032781,202401
21397,311950,771198,202401
16037,873338,207004,202401
258507,630779,449563,202401
611558,666268,414074,202401
468908,693945,386397,202401
240425,434800,645390,202401
77190,947096,133246,202401
80401,438852,641453,202401
61194,244209,838788,202401
167240,1078837,1505,202401
27876,440992,639324,202401
338433,318997,764139,202401
17077,311516,771628,202401
444266,1056043,24299,202401
231103,80027,1025177,202401
418984,973696,106646,202401
296479,486922,593420,202401
275779,1039374,40968,202401
